track_id,track_name,playlist_id,genre,date_album_release,timestamp_addition
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,37i9dQZF1EQp9BVPsNVof1,Electronic,2023-04-06,1970-01-01T00:00:00Z
4wtR6HB3XekEengMX17cpc,Children,37i9dQZF1EQp9BVPsNVof1,Electronic,1996-07-11,1970-01-01T00:00:00Z
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),37i9dQZF1EQp9BVPsNVof1,Electronic,2015-06-05,1970-01-01T00:00:00Z
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,37i9dQZF1EQp9BVPsNVof1,Electronic,2015-07-17,1970-01-01T00:00:00Z
4yhGkvdYU5bi4950r80FRo,Tell Me Why - Radio Edit,37i9dQZF1EQp9BVPsNVof1,Electronic,2006-01-01,1970-01-01T00:00:00Z
1CcLA0eaauck34YEIrvAAq,When We Were Young (The Logical Song),37i9dQZF1EQp9BVPsNVof1,Electronic,2023-11-10,1970-01-01T00:00:00Z
0DiWol3AO6WpXZgp0goxAV,One More Time,37i9dQZF1EQp9BVPsNVof1,Electronic,2001-03-12,1970-01-01T00:00:00Z
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,37i9dQZF1EQp9BVPsNVof1,Electronic,2015-10-02,1970-01-01T00:00:00Z
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),37i9dQZF1EQp9BVPsNVof1,Electronic,2014-10-31,1970-01-01T00:00:00Z
2aQpISWUBToaF84DDiTeRV,Be My Lover (feat. La Bouche) - 2023 Mix,37i9dQZF1EQp9BVPsNVof1,Electronic,2023-04-21,1970-01-01T00:00:00Z
2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),37i9dQZF1EQp9BVPsNVof1,Electronic,2021-06-11,1970-01-01T00:00:00Z
2tnVG71enUj33Ic2nFN6kZ,Ride It,37i9dQZF1EQp9BVPsNVof1,Electronic,2019-07-26,1970-01-01T00:00:00Z
7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),37i9dQZF1EQp9BVPsNVof1,Electronic,2022-06-17,1970-01-01T00:00:00Z
22dUzMFttcR3uU17NcOAIv,Desire (with Sam Smith),37i9dQZF1EQp9BVPsNVof1,Electronic,2023-07-28,1970-01-01T00:00:00Z
04zrPERrSO4CfyargthKJ9,Bla Bla Bla,37i9dQZF1EQp9BVPsNVof1,Electronic,1999,1970-01-01T00:00:00Z
